DATASET;%TRAININGDATA;%DEFECTTRAIN;%DEFECTTEST;CLASSIFIER;TP;FP;TN;FN;PRECISION;RECALL;ROC;KAPPA
AVRO OVERSAMPLED RUN ;1.621930042;0.50152952;0.500821018;CostSensitiveLearning IBK;281;9;295;24;0.968965517;0.921311475;0.935175798;0.89163
AVRO OVERSAMPLED RUN ;1.621930042;0.50152952;0.500821018;CostSensitiveThreshold IBK;281;9;295;24;0.968965517;0.921311475;0.945853106;0.89163
AVRO OVERSAMPLED RUN ;0.936492186;0.525562914;0.458917836;IBK;148;5;265;81;0.967320261;0.64628821;0.875424551;0.64400
AVRO OVERSAMPLED RUN ;0.936492186;0.525562914;0.458917836;CostSensitiveLearning IBK;148;5;265;81;0.967320261;0.64628821;0.875424551;0.64400
AVRO OVERSAMPLED RUN ;0.936492186;0.525562914;0.458917836;CostSensitiveThreshold IBK;148;5;265;81;0.967320261;0.64628821;0.813884846;0.64400
AVRO OVERSAMPLED RUN BEST FIRST ;0.460679732;0.566505116;0.518518519;CostSensitiveThreshold RandomForest;58;2;206;166;0.966666667;0.258928571;0.624656593;0.24248
AVRO OVERSAMPLED RUN BEST FIRST ;0.567849169;0.557448668;0.492842536;CostSensitiveLearning RandomForest;116;4;244;125;0.966666667;0.481327801;0.840257328;0.46852
AVRO OVERSAMPLED RUN BEST FIRST ;1.621930042;0.50152952;0.500821018;Random Forest;201;7;297;104;0.966346154;0.659016393;0.972627265;0.63566
AVRO OVERSAMPLED RUN BEST FIRST ;0.936492186;0.525562914;0.458917836;CostSensitiveLearning RandomForest;86;3;267;143;0.966292135;0.375545852;0.849967653;0.38217
AVRO OVERSAMPLED RUN BEST FIRST ;1.060282808;0.517781937;0.433515483;CostSensitiveLearning RandomForest;141;5;306;97;0.965753425;0.592436975;0.938521711;0.60375
AVRO OVERSAMPLED RUN BEST FIRST ;1.321260233;0.501502065;0.492411467;CostSensitiveLearning RandomForest;215;8;293;77;0.964125561;0.73630137;0.89116188;0.71224
AVRO OVERSAMPLED RUN BEST FIRST ;1.468370131;0.500591316;0.510500808;IBK;186;7;296;130;0.96373057;0.588607595;0.88467122;0.56082
AVRO OVERSAMPLED RUN BEST FIRST ;1.468370131;0.500591316;0.510500808;CostSensitiveLearning IBK;186;7;296;130;0.96373057;0.588607595;0.88467122;0.56082
AVRO OVERSAMPLED RUN BEST FIRST ;1.468370131;0.500591316;0.510500808;CostSensitiveThreshold IBK;186;7;296;130;0.96373057;0.588607595;0.782752642;0.56082
AVRO OVERSAMPLED RUN BEST FIRST ;0.279831307;0.537234043;0.616438356;CostSensitiveThreshold RandomForest;125;5;135;100;0.961538462;0.555555556;0.759920635;0.46078
BOOK OVERSAMPLED RUN ;0.701342282;0.643323184;0.696236559;CostSensitiveThreshold RandomForest;173;7;332;604;0.961111111;0.222651223;0.601001128;0.13500
AVRO OVERSAMPLED RUN ;1.060282808;0.517781937;0.433515483;IBK;169;7;304;69;0.960227273;0.710084034;0.822786349;0.70926
AVRO OVERSAMPLED RUN ;1.060282808;0.517781937;0.433515483;CostSensitiveLearning IBK;169;7;304;69;0.960227273;0.710084034;0.822786349;0.70926
AVRO OVERSAMPLED RUN ;1.060282808;0.517781937;0.433515483;CostSensitiveThreshold IBK;169;7;304;69;0.960227273;0.710084034;0.843787998;0.70926
AVRO OVERSAMPLED RUN ;0.186306128;0.491344874;0.628647215;CostSensitiveLearning NaiveBayes;69;3;137;168;0.958333333;0.291139241;0.605515371;0.21730
AVRO OVERSAMPLED RUN ;0.186306128;0.491344874;0.628647215;CostSensitiveThreshold NaiveBayes;69;3;137;168;0.958333333;0.291139241;0.634855335;0.21730
AVRO OVERSAMPLED RUN BEST FIRST ;0.279831307;0.537234043;0.616438356;CostSensitiveLearning RandomForest;152;7;133;73;0.955974843;0.675555556;0.945285714;0.57441
BOOK OVERSAMPLED RUN BEST FIRST ;1.555216595;0.547273441;0.18537859;CostSensitiveThreshold RandomForest;86;4;620;56;0.955555556;0.605633803;0.799611773;0.69793
AVRO OVERSAMPLED RUN BEST FIRST ;1.060282808;0.517781937;0.433515483;IBK;168;8;303;70;0.954545455;0.705882353;0.957645438;0.70161
AVRO OVERSAMPLED RUN BEST FIRST ;1.060282808;0.517781937;0.433515483;CostSensitiveLearning IBK;168;8;303;70;0.954545455;0.705882353;0.957645438;0.70161
AVRO OVERSAMPLED RUN BEST FIRST ;1.060282808;0.517781937;0.433515483;CostSensitiveThreshold IBK;168;8;303;70;0.954545455;0.705882353;0.84007944;0.70161
BOOK OVERSAMPLED RUN ;1.555216595;0.547273441;0.18537859;CostSensitiveThreshold RandomForest;80;4;620;62;0.952380952;0.563380282;0.778485013;0.66129
AVRO OVERSAMPLED RUN BEST FIRST ;1.321260233;0.501502065;0.492411467;Random Forest;215;11;290;77;0.951327434;0.73630137;0.890672644;0.70213
AVRO OVERSAMPLED RUN BEST FIRST ;0.279831307;0.537234043;0.616438356;IBK;174;9;131;51;0.950819672;0.773333333;0.893619048;0.67102
AVRO OVERSAMPLED RUN BEST FIRST ;0.279831307;0.537234043;0.616438356;CostSensitiveLearning IBK;174;9;131;51;0.950819672;0.773333333;0.893619048;0.67102
AVRO OVERSAMPLED RUN BEST FIRST ;0.279831307;0.537234043;0.616438356;CostSensitiveThreshold IBK;174;9;131;51;0.950819672;0.773333333;0.85452381;0.67102
AVRO OVERSAMPLED RUN BEST FIRST ;0.689159018;0.546076314;0.499036609;CostSensitiveLearning NaiveBayes;75;4;256;184;0.949367089;0.28957529;0.793339768;0.27456
AVRO OVERSAMPLED RUN BEST FIRST ;0.689159018;0.546076314;0.499036609;CostSensitiveThreshold NaiveBayes;75;4;256;184;0.949367089;0.28957529;0.637095337;0.27456
AVRO OVERSAMPLED RUN BEST FIRST ;0.460679732;0.566505116;0.518518519;Random Forest;90;5;203;134;0.947368421;0.401785714;0.743131868;0.36956
AVRO OVERSAMPLED RUN BEST FIRST ;1.321260233;0.501502065;0.492411467;IBK;191;11;290;101;0.945544554;0.654109589;0.84817162;0.62042
AVRO OVERSAMPLED RUN BEST FIRST ;1.321260233;0.501502065;0.492411467;CostSensitiveLearning IBK;191;11;290;101;0.945544554;0.654109589;0.84817162;0.62042
AVRO OVERSAMPLED RUN BEST FIRST ;1.321260233;0.501502065;0.492411467;CostSensitiveThreshold IBK;191;11;290;101;0.945544554;0.654109589;0.808782369;0.62042
BOOK UNDERSAMPLED RUN BEST FIRST ;0.084197682;0.652173913;0.656716418;CostSensitiveLearning NaiveBayes;51;3;43;37;0.944444444;0.579545455;0.877470356;0.43721
BOOK UNDERSAMPLED RUN BEST FIRST ;0.084197682;0.652173913;0.656716418;CostSensitiveThreshold NaiveBayes;51;3;43;37;0.944444444;0.579545455;0.757164032;0.43721
AVRO OVERSAMPLED RUN ;0.689159018;0.546076314;0.499036609;NaiveBayes;49;3;257;210;0.942307692;0.189189189;0.793339768;0.17792
AVRO SMOTE RUN ;0.797072687;0.076563959;0.082066869;CostSensitiveThreshold RandomForest;16;1;301;11;0.941176471;0.592592593;0.794640667;0.70881
BOOK UNDERSAMPLED RUN ;0.084197682;0.652173913;0.656716418;CostSensitiveThreshold RandomForest;32;2;44;56;0.941176471;0.363636364;0.660079051;0.25010
AVRO OVERSAMPLED RUN BEST FIRST ;0.817911188;0.53867152;0.435146444;CostSensitiveThreshold RandomForest;48;3;267;160;0.941176471;0.230769231;0.60982906;0.24050
AVRO SMOTE RUN BEST FIRST ;0.797072687;0.076563959;0.082066869;CostSensitiveThreshold RandomForest;16;1;301;11;0.941176471;0.592592593;0.794640667;0.70881
AVRO OVERSAMPLED RUN ;0.279831307;0.537234043;0.616438356;Random Forest;125;8;132;100;0.939849624;0.555555556;0.907412698;0.44338
AVRO OVERSAMPLED RUN ;0.279831307;0.537234043;0.616438356;CostSensitiveLearning RandomForest;125;8;132;100;0.939849624;0.555555556;0.924952381;0.44338
AVRO OVERSAMPLED RUN BEST FIRST ;0.279831307;0.537234043;0.616438356;Random Forest;125;8;132;100;0.939849624;0.555555556;0.897126984;0.44338
AVRO OVERSAMPLED RUN ;0.186306128;0.491344874;0.628647215;IBK;76;5;135;161;0.938271605;0.320675105;0.672227245;0.23205
AVRO OVERSAMPLED RUN ;0.186306128;0.491344874;0.628647215;CostSensitiveLearning IBK;76;5;135;161;0.938271605;0.320675105;0.672227245;0.23205
AVRO OVERSAMPLED RUN ;0.186306128;0.491344874;0.628647215;CostSensitiveThreshold IBK;76;5;135;161;0.938271605;0.320675105;0.64248041;0.23205
BOOK OVERSAMPLED RUN BEST FIRST ;1.041793777;0.660614934;0.419141914;CostSensitiveLearning NaiveBayes;76;5;523;305;0.938271605;0.199475066;0.80711644;0.21340
BOOK OVERSAMPLED RUN BEST FIRST ;1.041793777;0.660614934;0.419141914;CostSensitiveThreshold NaiveBayes;76;5;523;305;0.938271605;0.199475066;0.595002684;0.21340
AVRO OVERSAMPLED RUN BEST FIRST ;0.936492186;0.525562914;0.458917836;CostSensitiveLearning NaiveBayes;91;6;264;138;0.93814433;0.397379913;0.703331716;0.39233
AVRO OVERSAMPLED RUN BEST FIRST ;0.936492186;0.525562914;0.458917836;CostSensitiveThreshold NaiveBayes;91;6;264;138;0.93814433;0.397379913;0.687578845;0.39233
AVRO OVERSAMPLED RUN BEST FIRST ;0.460679732;0.566505116;0.518518519;CostSensitiveLearning RandomForest;90;6;202;134;0.9375;0.401785714;0.815236521;0.36492
AVRO OVERSAMPLED RUN BEST FIRST ;1.621930042;0.50152952;0.500821018;CostSensitiveLearning NaiveBayes;105;7;297;200;0.9375;0.344262295;0.759846851;0.32090
AVRO OVERSAMPLED RUN BEST FIRST ;1.621930042;0.50152952;0.500821018;CostSensitiveThreshold NaiveBayes;105;7;297;200;0.9375;0.344262295;0.66061799;0.32090
BOOK OVERSAMPLED RUN ;1.555216595;0.547273441;0.18537859;CostSensitiveLearning RandomForest;100;7;617;42;0.934579439;0.704225352;0.97444926;0.76592
BOOK UNDERSAMPLED RUN BEST FIRST ;0.084197682;0.652173913;0.656716418;NaiveBayes;57;4;42;31;0.93442623;0.647727273;0.877470356;0.49187
BOOK UNDERSAMPLED RUN BEST FIRST ;0.084197682;0.652173913;0.656716418;CostSensitiveLearning RandomForest;42;3;43;46;0.933333333;0.477272727;0.824975296;0.33690
AVRO OVERSAMPLED RUN ;0.186306128;0.491344874;0.628647215;NaiveBayes;69;5;135;168;0.932432432;0.291139241;0.605515371;0.20628
AVRO OVERSAMPLED RUN ;0.460679732;0.566505116;0.518518519;IBK;135;10;198;89;0.931034483;0.602678571;0.743131868;0.54718
AVRO OVERSAMPLED RUN ;0.460679732;0.566505116;0.518518519;CostSensitiveLearning IBK;135;10;198;89;0.931034483;0.602678571;0.743131868;0.54718
AVRO OVERSAMPLED RUN ;0.460679732;0.566505116;0.518518519;CostSensitiveThreshold IBK;135;10;198;89;0.931034483;0.602678571;0.777300824;0.54718
BOOK OVERSAMPLED RUN BEST FIRST ;0.701342282;0.643323184;0.696236559;CostSensitiveLearning NaiveBayes;27;2;337;750;0.931034483;0.034749035;0.714376829;0.01779
BOOK OVERSAMPLED RUN BEST FIRST ;0.701342282;0.643323184;0.696236559;CostSensitiveThreshold NaiveBayes;27;2;337;750;0.931034483;0.034749035;0.514424665;0.01779
BOOK OVERSAMPLED RUN ;0.701342282;0.643323184;0.696236559;CostSensitiveLearning RandomForest;405;31;308;372;0.928899083;0.521235521;0.815816449;0.33485
AVRO OVERSAMPLED RUN ;0.817911188;0.53867152;0.435146444;CostSensitiveLearning NaiveBayes;78;6;264;130;0.928571429;0.375;0.85088141;0.37870
AVRO OVERSAMPLED RUN ;0.817911188;0.53867152;0.435146444;CostSensitiveThreshold NaiveBayes;78;6;264;130;0.928571429;0.375;0.676388889;0.37870
BOOK UNDERSAMPLED RUN BEST FIRST ;0.084197682;0.652173913;0.656716418;CostSensitiveThreshold RandomForest;26;2;44;62;0.928571429;0.295454545;0.625988142;0.19216
AVRO OVERSAMPLED RUN ;0.689159018;0.546076314;0.499036609;IBK;25;2;258;234;0.925925926;0.096525097;0.612978913;0.08899
AVRO OVERSAMPLED RUN ;0.689159018;0.546076314;0.499036609;CostSensitiveLearning IBK;25;2;258;234;0.925925926;0.096525097;0.612978913;0.08899
AVRO OVERSAMPLED RUN ;0.689159018;0.546076314;0.499036609;CostSensitiveThreshold IBK;25;2;258;234;0.925925926;0.096525097;0.544416394;0.08899
AVRO OVERSAMPLED RUN BEST FIRST ;0.936492186;0.525562914;0.458917836;CostSensitiveLearning IBK;150;12;258;79;0.925925926;0.655021834;0.825885492;0.62445
AVRO OVERSAMPLED RUN BEST FIRST ;0.936492186;0.525562914;0.458917836;CostSensitiveThreshold IBK;150;12;258;79;0.925925926;0.655021834;0.805288695;0.62445
AVRO SMOTE RUN ;0.797072687;0.076563959;0.082066869;CostSensitiveLearning RandomForest;12;1;301;15;0.923076923;0.444444444;0.972406181;0.57746
AVRO OVERSAMPLED RUN ;0.567849169;0.557448668;0.492842536;CostSensitiveLearning RandomForest;81;7;241;160;0.920454545;0.336099585;0.839939432;0.31066
AVRO OVERSAMPLED RUN ;0.279831307;0.537234043;0.616438356;IBK;125;11;129;100;0.919117647;0.555555556;0.716666667;0.42585
AVRO OVERSAMPLED RUN ;0.279831307;0.537234043;0.616438356;CostSensitiveLearning IBK;125;11;129;100;0.919117647;0.555555556;0.716666667;0.42585
AVRO OVERSAMPLED RUN ;0.279831307;0.537234043;0.616438356;CostSensitiveThreshold IBK;125;11;129;100;0.919117647;0.555555556;0.738492063;0.42585
AVRO OVERSAMPLED RUN BEST FIRST ;0.936492186;0.525562914;0.458917836;Random Forest;111;10;260;118;0.917355372;0.484716157;0.88448973;0.46430
AVRO OVERSAMPLED RUN ;0.817911188;0.53867152;0.435146444;IBK;22;2;268;186;0.916666667;0.105769231;0.671919516;0.10948
AVRO OVERSAMPLED RUN ;0.817911188;0.53867152;0.435146444;CostSensitiveLearning IBK;22;2;268;186;0.916666667;0.105769231;0.671919516;0.10948
AVRO OVERSAMPLED RUN ;0.817911188;0.53867152;0.435146444;CostSensitiveThreshold IBK;22;2;268;186;0.916666667;0.105769231;0.549180912;0.10948
AVRO RUN BEST FIRST ;0.842718928;0.037680306;0.038095238;IBK;11;1;302;1;0.916666667;0.916666667;0.988311331;0.91337
AVRO RUN BEST FIRST ;0.842718928;0.037680306;0.038095238;CostSensitiveLearning IBK;11;1;302;1;0.916666667;0.916666667;0.988311331;0.91337
AVRO RUN BEST FIRST ;0.842718928;0.037680306;0.038095238;CostSensitiveThreshold IBK;11;1;302;1;0.916666667;0.916666667;0.956683168;0.91337
AVRO UNDERSAMPLED RUN BEST FIRST ;0.057553957;0.5;0.5;Random Forest;11;1;11;1;0.916666667;0.916666667;0.923611111;0.83333
BOOK RUN BEST FIRST ;0.800488103;0.125381098;0.025993884;Random Forest;11;1;636;6;0.916666667;0.647058824;0.985732755;0.75331
AVRO OVERSAMPLED RUN ;1.621930042;0.50152952;0.500821018;CostSensitiveLearning NaiveBayes;126;12;292;179;0.913043478;0.413114754;0.857204487;0.37330
AVRO OVERSAMPLED RUN ;1.621930042;0.50152952;0.500821018;CostSensitiveThreshold NaiveBayes;126;12;292;179;0.913043478;0.413114754;0.686820535;0.37330
AVRO OVERSAMPLED RUN ;0.567849169;0.557448668;0.492842536;Random Forest;81;8;240;160;0.91011236;0.336099585;0.844389975;0.30657
AVRO UNDERSAMPLED RUN ;0.051600099;0.5;0.5;Random Forest;10;1;11;2;0.909090909;0.833333333;0.986111111;0.75000
AVRO RUN BEST FIRST ;0.842718928;0.037680306;0.038095238;Random Forest;10;1;302;2;0.909090909;0.833333333;0.997662266;0.86463
AVRO OVERSAMPLED RUN BEST FIRST ;0.936492186;0.525562914;0.458917836;IBK;150;15;255;79;0.909090909;0.655021834;0.825885492;0.61246
BOOK RUN BEST FIRST ;0.432885906;0.188865398;0.076400679;CostSensitiveLearning RandomForest;10;1;543;35;0.909090909;0.222222222;0.970731209;0.33725
AVRO OVERSAMPLED RUN BEST FIRST ;0.186306128;0.491344874;0.628647215;NaiveBayes;69;7;133;168;0.907894737;0.291139241;0.630033153;0.19520
AVRO OVERSAMPLED RUN ;0.817911188;0.53867152;0.435146444;NaiveBayes;78;8;262;130;0.906976744;0.375;0.85088141;0.37031
BOOK UNDERSAMPLED RUN BEST FIRST ;0.125076266;0.653658537;0.436893204;CostSensitiveLearning RandomForest;37;4;54;8;0.902439024;0.822222222;0.945019157;0.76084
BOOK OVERSAMPLED RUN BEST FIRST ;1.555216595;0.547273441;0.18537859;CostSensitiveLearning RandomForest;100;11;613;42;0.900900901;0.704225352;0.975436755;0.74982
AVRO SMOTE RUN ;0.716199454;0.076896432;0.073619632;CostSensitiveThreshold RandomForest;18;2;300;6;0.9;0.75;0.871688742;0.80514
BOOK UNDERSAMPLED RUN ;0.084197682;0.652173913;0.656716418;NaiveBayes;54;6;40;34;0.9;0.613636364;0.870182806;0.42192
BOOK UNDERSAMPLED RUN ;0.084197682;0.652173913;0.656716418;CostSensitiveLearning NaiveBayes;52;6;40;36;0.896551724;0.590909091;0.870182806;0.39846
BOOK UNDERSAMPLED RUN ;0.084197682;0.652173913;0.656716418;CostSensitiveThreshold NaiveBayes;52;6;40;36;0.896551724;0.590909091;0.730237154;0.39846
AVRO OVERSAMPLED RUN BEST FIRST ;0.817911188;0.53867152;0.435146444;CostSensitiveLearning NaiveBayes;78;9;261;130;0.896551724;0.375;0.661173433;0.36612
AVRO OVERSAMPLED RUN BEST FIRST ;0.817911188;0.53867152;0.435146444;CostSensitiveThreshold NaiveBayes;78;9;261;130;0.896551724;0.375;0.670833333;0.36612
BOOK OVERSAMPLED RUN ;0.701342282;0.643323184;0.696236559;Random Forest;454;53;286;323;0.895463511;0.584298584;0.825966295;0.34950
AVRO OVERSAMPLED RUN ;0.689159018;0.546076314;0.499036609;CostSensitiveLearning NaiveBayes;25;3;257;234;0.892857143;0.096525097;0.793339768;0.08513
AVRO OVERSAMPLED RUN ;0.689159018;0.546076314;0.499036609;CostSensitiveThreshold NaiveBayes;25;3;257;234;0.892857143;0.096525097;0.542493317;0.08513
AVRO OVERSAMPLED RUN ;0.936492186;0.525562914;0.458917836;CostSensitiveLearning NaiveBayes;91;11;259;138;0.892156863;0.397379913;0.865680091;0.37232
AVRO OVERSAMPLED RUN ;0.936492186;0.525562914;0.458917836;CostSensitiveThreshold NaiveBayes;91;11;259;138;0.892156863;0.397379913;0.678319586;0.37232
BOOK OVERSAMPLED RUN BEST FIRST ;0.45271507;0.716307278;0.510429448;CostSensitiveLearning NaiveBayes;81;10;389;335;0.89010989;0.194711538;0.778189464;0.16687
BOOK OVERSAMPLED RUN BEST FIRST ;0.45271507;0.716307278;0.510429448;CostSensitiveThreshold NaiveBayes;81;10;389;335;0.89010989;0.194711538;0.584824441;0.16687
AVRO UNDERSAMPLED RUN ;0.037707765;0.513157895;0.533333333;Random Forest;8;1;6;0;0.888888889;1;0.964285714;0.86486
AVRO UNDERSAMPLED RUN BEST FIRST ;0.046638551;0.505319149;0.45;IBK;8;1;10;1;0.888888889;0.888888889;0.914141414;0.79798
AVRO UNDERSAMPLED RUN BEST FIRST ;0.046638551;0.505319149;0.45;CostSensitiveLearning IBK;8;1;10;1;0.888888889;0.888888889;0.914141414;0.79798
AVRO UNDERSAMPLED RUN BEST FIRST ;0.046638551;0.505319149;0.45;CostSensitiveThreshold IBK;8;1;10;1;0.888888889;0.888888889;0.898989899;0.79798
BOOK OVERSAMPLED RUN ;0.701342282;0.643323184;0.696236559;IBK;397;50;289;380;0.888143177;0.510939511;0.690829262;0.28520
BOOK OVERSAMPLED RUN ;0.701342282;0.643323184;0.696236559;CostSensitiveLearning IBK;397;50;289;380;0.888143177;0.510939511;0.690829262;0.28520
BOOK OVERSAMPLED RUN ;0.701342282;0.643323184;0.696236559;CostSensitiveThreshold IBK;397;50;289;380;0.888143177;0.510939511;0.681723443;0.28520
AVRO OVERSAMPLED RUN BEST FIRST ;0.567849169;0.557448668;0.492842536;IBK;95;12;236;146;0.887850467;0.394190871;0.724585062;0.34854
AVRO OVERSAMPLED RUN BEST FIRST ;0.567849169;0.557448668;0.492842536;CostSensitiveLearning IBK;95;12;236;146;0.887850467;0.394190871;0.724585062;0.34854
AVRO OVERSAMPLED RUN BEST FIRST ;0.567849169;0.557448668;0.492842536;CostSensitiveThreshold IBK;95;12;236;146;0.887850467;0.394190871;0.672901887;0.34854
BOOK UNDERSAMPLED RUN ;0.125076266;0.653658537;0.436893204;CostSensitiveThreshold RandomForest;39;5;53;6;0.886363636;0.866666667;0.890229885;0.78241
AVRO OVERSAMPLED RUN BEST FIRST ;1.196477301;0.508189923;0.437375746;CostSensitiveLearning NaiveBayes;61;8;275;159;0.884057971;0.277272727;0.699911661;0.26960
AVRO OVERSAMPLED RUN BEST FIRST ;1.196477301;0.508189923;0.437375746;CostSensitiveThreshold NaiveBayes;61;8;275;159;0.884057971;0.277272727;0.624502088;0.26960
BOOK OVERSAMPLED RUN BEST FIRST ;0.701342282;0.643323184;0.696236559;CostSensitiveLearning RandomForest;442;58;281;335;0.884;0.568854569;0.809819934;0.32330
AVRO OVERSAMPLED RUN BEST FIRST ;1.060282808;0.517781937;0.433515483;CostSensitiveLearning NaiveBayes;91;12;299;147;0.883495146;0.382352941;0.682671783;0.36829
AVRO OVERSAMPLED RUN BEST FIRST ;1.060282808;0.517781937;0.433515483;CostSensitiveThreshold NaiveBayes;91;12;299;147;0.883495146;0.382352941;0.671883866;0.36829
AVRO OVERSAMPLED RUN ;1.196477301;0.508189923;0.437375746;NaiveBayes;120;16;267;100;0.882352941;0.545454545;0.871948281;0.51062
BOOK OVERSAMPLED RUN BEST FIRST ;0.701342282;0.643323184;0.696236559;CostSensitiveThreshold RandomForest;210;29;310;567;0.878661088;0.27027027;0.592362274;0.12763
AVRO OVERSAMPLED RUN ;1.621930042;0.50152952;0.500821018;NaiveBayes;158;22;282;147;0.877777778;0.518032787;0.857204487;0.44536
AVRO OVERSAMPLED RUN BEST FIRST ;0.460679732;0.566505116;0.518518519;CostSensitiveLearning NaiveBayes;57;8;200;167;0.876923077;0.254464286;0.702502576;0.21026
AVRO OVERSAMPLED RUN BEST FIRST ;0.460679732;0.566505116;0.518518519;CostSensitiveThreshold NaiveBayes;57;8;200;167;0.876923077;0.254464286;0.608001374;0.21026
AVRO RUN ;0.614735798;0.038337369;0.030927835;IBK;7;1;281;2;0.875;0.777777778;0.916272656;0.81824
AVRO RUN ;0.614735798;0.038337369;0.030927835;CostSensitiveLearning IBK;7;1;281;2;0.875;0.777777778;0.916272656;0.81824
AVRO RUN ;0.614735798;0.038337369;0.030927835;CostSensitiveThreshold IBK;7;1;281;2;0.875;0.777777778;0.887115839;0.81824
AVRO RUN ;0.764822625;0.037625689;0.038216561;IBK;7;1;301;5;0.875;0.583333333;0.84450883;0.69054
AVRO RUN ;0.764822625;0.037625689;0.038216561;CostSensitiveLearning IBK;7;1;301;5;0.875;0.583333333;0.84450883;0.69054
AVRO RUN ;0.764822625;0.037625689;0.038216561;CostSensitiveThreshold IBK;7;1;301;5;0.875;0.583333333;0.790011038;0.69054
AVRO UNDERSAMPLED RUN BEST FIRST ;0.063507814;0.5;0.461538462;NaiveBayes;7;1;13;5;0.875;0.583333333;0.919642857;0.52439
BOOK UNDERSAMPLED RUN ;0.084197682;0.652173913;0.656716418;CostSensitiveLearning RandomForest;41;6;40;47;0.872340426;0.465909091;0.799283597;0.27663
AVRO OVERSAMPLED RUN ;0.936492186;0.525562914;0.458917836;NaiveBayes;116;17;253;113;0.872180451;0.506550218;0.865680091;0.45817
BOOK OVERSAMPLED RUN ;1.555216595;0.547273441;0.18537859;Random Forest;108;16;608;34;0.870967742;0.76056338;0.972344484;0.77275
AVRO SMOTE RUN BEST FIRST ;0.797072687;0.076563959;0.082066869;CostSensitiveLearning RandomForest;20;3;299;7;0.869565217;0.740740741;0.961184695;0.78367
AVRO OVERSAMPLED RUN BEST FIRST ;0.689159018;0.546076314;0.499036609;NaiveBayes;132;20;240;127;0.868421053;0.50965251;0.793339768;0.43307
AVRO OVERSAMPLED RUN ;0.370379558;0.556597455;0.607142857;CostSensitiveLearning NaiveBayes;46;7;136;175;0.867924528;0.208144796;0.693699965;0.13186
AVRO OVERSAMPLED RUN ;0.370379558;0.556597455;0.607142857;CostSensitiveThreshold NaiveBayes;46;7;136;175;0.867924528;0.208144796;0.579596874;0.13186
BOOK UNDERSAMPLED RUN ;0.125076266;0.653658537;0.436893204;CostSensitiveLearning RandomForest;39;6;52;6;0.866666667;0.866666667;0.942720307;0.76322
BOOK OVERSAMPLED RUN BEST FIRST ;0.701342282;0.643323184;0.696236559;Random Forest;500;77;262;277;0.866551127;0.643500644;0.803103989;0.35700
AVRO OVERSAMPLED RUN BEST FIRST ;1.621930042;0.50152952;0.500821018;NaiveBayes;135;21;283;170;0.865384615;0.442622951;0.759846851;0.37324
AVRO OVERSAMPLED RUN ;1.060282808;0.517781937;0.433515483;NaiveBayes;141;22;289;97;0.865030675;0.592436975;0.849056986;0.54173
AVRO OVERSAMPLED RUN ;0.460679732;0.566505116;0.518518519;CostSensitiveLearning NaiveBayes;57;9;199;167;0.863636364;0.254464286;0.781818767;0.20562
AVRO OVERSAMPLED RUN ;0.460679732;0.566505116;0.518518519;CostSensitiveThreshold NaiveBayes;57;9;199;167;0.863636364;0.254464286;0.605597527;0.20562
AVRO OVERSAMPLED RUN ;1.468370131;0.500591316;0.510500808;CostSensitiveLearning NaiveBayes;171;28;275;145;0.859296482;0.541139241;0.837578853;0.44519
AVRO OVERSAMPLED RUN ;1.468370131;0.500591316;0.510500808;CostSensitiveThreshold NaiveBayes;171;28;275;145;0.859296482;0.541139241;0.724365;0.44519
AVRO UNDERSAMPLED RUN ;0.051600099;0.5;0.5;NaiveBayes;6;1;11;6;0.857142857;0.5;0.8125;0.41667
AVRO UNDERSAMPLED RUN ;0.063507814;0.5;0.461538462;Random Forest;12;2;12;0;0.857142857;1;1;0.84706
AVRO UNDERSAMPLED RUN ;0.063507814;0.5;0.461538462;NaiveBayes;6;1;13;6;0.857142857;0.5;0.845238095;0.44172
AVRO UNDERSAMPLED RUN ;0.063507814;0.5;0.461538462;IBK;12;2;12;0;0.857142857;1;0.928571429;0.84706
AVRO UNDERSAMPLED RUN ;0.063507814;0.5;0.461538462;CostSensitiveLearning IBK;12;2;12;0;0.857142857;1;0.928571429;0.84706
AVRO UNDERSAMPLED RUN ;0.063507814;0.5;0.461538462;CostSensitiveThreshold IBK;12;2;12;0;0.857142857;1;0.928571429;0.84706
BOOK RUN ;0.432885906;0.188865398;0.076400679;CostSensitiveLearning RandomForest;6;1;543;39;0.857142857;0.133333333;0.976674837;0.21461
AVRO RUN BEST FIRST ;0.143636815;0.041450777;0.056962025;IBK;6;1;148;3;0.857142857;0.666666667;0.880313199;0.73689
AVRO RUN BEST FIRST ;0.143636815;0.041450777;0.056962025;CostSensitiveLearning IBK;6;1;148;3;0.857142857;0.666666667;0.880313199;0.73689
AVRO RUN BEST FIRST ;0.143636815;0.041450777;0.056962025;CostSensitiveThreshold IBK;6;1;148;3;0.857142857;0.666666667;0.829977629;0.73689
AVRO RUN BEST FIRST ;0.614735798;0.038337369;0.030927835;Random Forest;6;1;281;3;0.857142857;0.666666667;0.933806147;0.74305
AVRO UNDERSAMPLED RUN BEST FIRST ;0.046638551;0.505319149;0.45;NaiveBayes;6;1;10;3;0.857142857;0.666666667;0.767676768;0.58763
AVRO OVERSAMPLED RUN BEST FIRST ;0.279831307;0.537234043;0.616438356;CostSensitiveLearning NaiveBayes;42;7;133;183;0.857142857;0.186666667;0.599650794;0.11044
