DATASET;%TRAININGDATA;%DEFECTTRAIN;%DEFECTTEST;CLASSIFIER;TP;FP;TN;FN;PRECISION;RECALL;ROC;KAPPA
AVRO UNDERSAMPLED RUN ;0.026296204;0.566037736;0.434782609;CostSensitiveLearning NaiveBayes;2;0;13;8;1;0.2;0.788461538;0.22034
AVRO UNDERSAMPLED RUN ;0.026296204;0.566037736;0.434782609;CostSensitiveThreshold NaiveBayes;2;0;13;8;1;0.2;0.6;0.22034
AVRO UNDERSAMPLED RUN ;0.026296204;0.566037736;0.434782609;CostSensitiveLearning IBK;1;0;13;9;1;0.1;0.55;0.11159
AVRO UNDERSAMPLED RUN ;0.026296204;0.566037736;0.434782609;CostSensitiveThreshold IBK;1;0;13;9;1;0.1;0.55;0.11159
AVRO UNDERSAMPLED RUN ;0.032001985;0.542635659;0.347826087;NaiveBayes;4;0;15;4;1;0.5;0.758333333;0.56604
AVRO UNDERSAMPLED RUN ;0.032001985;0.542635659;0.347826087;CostSensitiveLearning RandomForest;4;0;15;4;1;0.5;0.816666667;0.56604
AVRO UNDERSAMPLED RUN ;0.032001985;0.542635659;0.347826087;CostSensitiveThreshold RandomForest;1;0;15;7;1;0.125;0.5625;0.15707
AVRO UNDERSAMPLED RUN ;0.032001985;0.542635659;0.347826087;CostSensitiveLearning NaiveBayes;3;0;15;5;1;0.375;0.758333333;0.43902
AVRO UNDERSAMPLED RUN ;0.032001985;0.542635659;0.347826087;CostSensitiveThreshold NaiveBayes;3;0;15;5;1;0.375;0.6875;0.43902
AVRO UNDERSAMPLED RUN ;0.037707765;0.513157895;0.533333333;CostSensitiveLearning RandomForest;4;0;7;4;1;0.5;0.955357143;0.48276
AVRO UNDERSAMPLED RUN ;0.037707765;0.513157895;0.533333333;CostSensitiveThreshold RandomForest;4;0;7;4;1;0.5;0.75;0.48276
AVRO UNDERSAMPLED RUN ;0.041428926;0.51497006;0.428571429;NaiveBayes;5;0;12;4;1;0.555555556;0.712962963;0.58824
AVRO UNDERSAMPLED RUN ;0.041428926;0.51497006;0.428571429;CostSensitiveLearning RandomForest;3;0;12;6;1;0.333333333;0.851851852;0.36364
AVRO UNDERSAMPLED RUN ;0.041428926;0.51497006;0.428571429;CostSensitiveThreshold RandomForest;3;0;12;6;1;0.333333333;0.666666667;0.36364
AVRO UNDERSAMPLED RUN ;0.041428926;0.51497006;0.428571429;CostSensitiveLearning NaiveBayes;5;0;12;4;1;0.555555556;0.712962963;0.58824
AVRO UNDERSAMPLED RUN ;0.041428926;0.51497006;0.428571429;CostSensitiveThreshold NaiveBayes;5;0;12;4;1;0.555555556;0.777777778;0.58824
AVRO UNDERSAMPLED RUN ;0.046638551;0.505319149;0.45;Random Forest;8;0;11;1;1;0.888888889;0.898989899;0.89796
AVRO UNDERSAMPLED RUN ;0.046638551;0.505319149;0.45;CostSensitiveLearning RandomForest;3;0;11;6;1;0.333333333;0.909090909;0.35484
AVRO UNDERSAMPLED RUN ;0.046638551;0.505319149;0.45;CostSensitiveThreshold RandomForest;4;0;11;5;1;0.444444444;0.722222222;0.46809
AVRO UNDERSAMPLED RUN ;0.051600099;0.5;0.5;IBK;11;0;12;1;1;0.916666667;0.958333333;0.91667
AVRO UNDERSAMPLED RUN ;0.051600099;0.5;0.5;CostSensitiveLearning RandomForest;7;0;12;5;1;0.583333333;0.982638889;0.58333
AVRO UNDERSAMPLED RUN ;0.051600099;0.5;0.5;CostSensitiveThreshold RandomForest;8;0;12;4;1;0.666666667;0.833333333;0.66667
AVRO UNDERSAMPLED RUN ;0.051600099;0.5;0.5;CostSensitiveLearning NaiveBayes;6;0;12;6;1;0.5;0.8125;0.50000
AVRO UNDERSAMPLED RUN ;0.051600099;0.5;0.5;CostSensitiveThreshold NaiveBayes;6;0;12;6;1;0.5;0.75;0.50000
AVRO UNDERSAMPLED RUN ;0.051600099;0.5;0.5;CostSensitiveLearning IBK;11;0;12;1;1;0.916666667;0.958333333;0.91667
AVRO UNDERSAMPLED RUN ;0.051600099;0.5;0.5;CostSensitiveThreshold IBK;11;0;12;1;1;0.916666667;0.958333333;0.91667
AVRO UNDERSAMPLED RUN ;0.057553957;0.5;0.5;CostSensitiveThreshold RandomForest;6;0;12;6;1;0.5;0.75;0.50000
AVRO UNDERSAMPLED RUN ;0.063507814;0.5;0.461538462;CostSensitiveLearning RandomForest;8;0;14;4;1;0.666666667;1;0.68293
AVRO UNDERSAMPLED RUN ;0.063507814;0.5;0.461538462;CostSensitiveThreshold RandomForest;7;0;14;5;1;0.583333333;0.791666667;0.60123
AVRO OVERSAMPLED RUN ;0.279831307;0.537234043;0.616438356;CostSensitiveThreshold RandomForest;102;0;140;123;1;0.453333333;0.726666667;0.38881
AVRO OVERSAMPLED RUN ;0.370379558;0.556597455;0.607142857;CostSensitiveLearning RandomForest;221;0;143;0;1;1;1;1.00000
AVRO OVERSAMPLED RUN ;0.370379558;0.556597455;0.607142857;CostSensitiveThreshold RandomForest;165;0;143;56;1;0.746606335;0.873303167;0.69835
AVRO OVERSAMPLED RUN ;0.460679732;0.566505116;0.518518519;CostSensitiveThreshold RandomForest;90;0;208;134;1;0.401785714;0.700892857;0.39275
AVRO OVERSAMPLED RUN ;1.060282808;0.517781937;0.433515483;CostSensitiveThreshold RandomForest;119;0;311;119;1;0.5;0.75;0.53117
AVRO OVERSAMPLED RUN ;1.196477301;0.508189923;0.437375746;Random Forest;144;0;283;76;1;0.654545455;0.935424028;0.68072
AVRO OVERSAMPLED RUN ;1.196477301;0.508189923;0.437375746;CostSensitiveLearning RandomForest;144;0;283;76;1;0.654545455;0.937608416;0.68072
AVRO OVERSAMPLED RUN ;1.196477301;0.508189923;0.437375746;CostSensitiveThreshold RandomForest;144;0;283;76;1;0.654545455;0.827272727;0.68072
AVRO OVERSAMPLED RUN ;1.321260233;0.501502065;0.492411467;CostSensitiveThreshold RandomForest;220;0;301;72;1;0.753424658;0.876712329;0.75621
AVRO OVERSAMPLED RUN ;1.621930042;0.50152952;0.500821018;CostSensitiveThreshold RandomForest;249;0;304;56;1;0.816393443;0.908196721;0.81615
AVRO SMOTE RUN ;0.066732821;0.037174721;0.103658537;Random Forest;1;0;147;16;1;0.058823529;0.581832733;0.10075
AVRO SMOTE RUN ;0.066732821;0.037174721;0.103658537;NaiveBayes;1;0;147;16;1;0.058823529;0.645458183;0.10075
AVRO SMOTE RUN ;0.066732821;0.037174721;0.103658537;IBK;1;0;147;16;1;0.058823529;0.539015606;0.10075
AVRO SMOTE RUN ;0.066732821;0.037174721;0.103658537;CostSensitiveLearning NaiveBayes;1;0;147;16;1;0.058823529;0.645458183;0.10075
AVRO SMOTE RUN ;0.066732821;0.037174721;0.103658537;CostSensitiveThreshold NaiveBayes;1;0;147;16;1;0.058823529;0.529411765;0.10075
AVRO SMOTE RUN ;0.066732821;0.037174721;0.103658537;CostSensitiveLearning IBK;1;0;147;16;1;0.058823529;0.539015606;0.10075
AVRO SMOTE RUN ;0.066732821;0.037174721;0.103658537;CostSensitiveThreshold IBK;1;0;147;16;1;0.058823529;0.529411765;0.10075
AVRO SMOTE RUN ;0.493674026;0.079396985;0.059440559;CostSensitiveLearning RandomForest;4;0;269;13;1;0.235294118;0.917668926;0.36661
AVRO SMOTE RUN ;0.493674026;0.079396985;0.059440559;CostSensitiveThreshold RandomForest;2;0;269;15;1;0.117647059;0.558823529;0.20052
AVRO SMOTE RUN ;0.564624163;0.076889279;0.053691275;CostSensitiveLearning RandomForest;4;0;282;12;1;0.25;0.945146277;0.38683
AVRO SMOTE RUN ;0.564624163;0.076889279;0.053691275;CostSensitiveThreshold RandomForest;4;0;282;12;1;0.25;0.625;0.38683
AVRO SMOTE RUN ;0.638551228;0.074203574;0.099041534;CostSensitiveLearning RandomForest;13;0;282;18;1;0.419354839;0.920498742;0.56548
AVRO SMOTE RUN ;0.638551228;0.074203574;0.099041534;CostSensitiveThreshold RandomForest;17;0;282;14;1;0.548387097;0.774193548;0.68633
AVRO SMOTE RUN ;0.878690151;0.077075099;0.056074766;CostSensitiveLearning RandomForest;11;0;303;7;1;0.611111111;0.983956729;0.74790
AVRO SMOTE RUN ;0.878690151;0.077075099;0.056074766;CostSensitiveThreshold RandomForest;12;0;303;6;1;0.666666667;0.833333333;0.79061
BOOK UNDERSAMPLED RUN ;0.18395363;0.545605307;0.191011236;CostSensitiveThreshold RandomForest;1;0;72;16;1;0.058823529;0.529411765;0.09184
AVRO RUN BEST FIRST ;0.143636815;0.041450777;0.056962025;Random Forest;5;0;149;4;1;0.555555556;0.904548844;0.70217
AVRO RUN BEST FIRST ;0.182833044;0.044776119;0.052631579;Random Forest;8;0;162;1;1;0.888888889;0.997942387;0.93811
AVRO RUN BEST FIRST ;0.182833044;0.044776119;0.052631579;CostSensitiveThreshold RandomForest;2;0;162;7;1;0.222222222;0.611111111;0.35122
AVRO RUN BEST FIRST ;0.225254279;0.046255507;0.039130435;CostSensitiveThreshold RandomForest;1;0;221;8;1;0.111111111;0.555555556;0.19369
AVRO RUN BEST FIRST ;0.473827834;0.040837696;0.028880866;Random Forest;4;0;269;4;1;0.5;0.973513011;0.66012
AVRO RUN BEST FIRST ;0.473827834;0.040837696;0.028880866;CostSensitiveThreshold RandomForest;1;0;269;7;1;0.125;0.5625;0.21720
AVRO RUN BEST FIRST ;0.542545274;0.039323274;0.030927835;CostSensitiveThreshold RandomForest;1;0;282;8;1;0.111111111;0.555555556;0.19502
AVRO RUN BEST FIRST ;0.614735798;0.038337369;0.030927835;CostSensitiveLearning RandomForest;1;0;282;8;1;0.111111111;0.937943262;0.19502
AVRO RUN BEST FIRST ;0.614735798;0.038337369;0.030927835;CostSensitiveThreshold RandomForest;3;0;282;6;1;0.333333333;0.666666667;0.49215
AVRO RUN BEST FIRST ;0.686926321;0.037558685;0.038216561;CostSensitiveLearning RandomForest;1;0;302;11;1;0.083333333;0.905905077;0.14884
AVRO RUN BEST FIRST ;0.686926321;0.037558685;0.038216561;CostSensitiveThreshold RandomForest;4;0;302;8;1;0.333333333;0.666666667;0.49026
AVRO RUN BEST FIRST ;0.764822625;0.037625689;0.038216561;CostSensitiveLearning RandomForest;2;0;302;10;1;0.166666667;0.902869757;0.27783
AVRO RUN BEST FIRST ;0.842718928;0.037680306;0.038095238;CostSensitiveThreshold RandomForest;5;0;303;7;1;0.416666667;0.708333333;0.57880
AVRO UNDERSAMPLED RUN BEST FIRST ;0.011163483;0.533333333;0.6;NaiveBayes;3;0;6;6;1;0.333333333;0.5;0.28571
AVRO UNDERSAMPLED RUN BEST FIRST ;0.011163483;0.533333333;0.6;CostSensitiveLearning RandomForest;1;0;6;8;1;0.111111111;0.796296296;0.09091
AVRO UNDERSAMPLED RUN BEST FIRST ;0.011163483;0.533333333;0.6;CostSensitiveThreshold RandomForest;2;0;6;7;1;0.222222222;0.611111111;0.18605
AVRO UNDERSAMPLED RUN BEST FIRST ;0.011163483;0.533333333;0.6;CostSensitiveLearning NaiveBayes;2;0;6;7;1;0.222222222;0.5;0.18605
AVRO UNDERSAMPLED RUN BEST FIRST ;0.011163483;0.533333333;0.6;CostSensitiveThreshold NaiveBayes;2;0;6;7;1;0.222222222;0.611111111;0.18605
AVRO UNDERSAMPLED RUN BEST FIRST ;0.014884644;0.55;0.692307692;NaiveBayes;3;0;4;6;1;0.333333333;0.486111111;0.23529
AVRO UNDERSAMPLED RUN BEST FIRST ;0.014884644;0.55;0.692307692;CostSensitiveLearning RandomForest;2;0;4;7;1;0.222222222;1;0.14953
AVRO UNDERSAMPLED RUN BEST FIRST ;0.014884644;0.55;0.692307692;CostSensitiveThreshold RandomForest;4;0;4;5;1;0.444444444;0.722222222;0.32990
AVRO UNDERSAMPLED RUN BEST FIRST ;0.014884644;0.55;0.692307692;CostSensitiveLearning NaiveBayes;2;0;4;7;1;0.222222222;0.486111111;0.14953
AVRO UNDERSAMPLED RUN BEST FIRST ;0.014884644;0.55;0.692307692;CostSensitiveThreshold NaiveBayes;2;0;4;7;1;0.222222222;0.611111111;0.14953
AVRO UNDERSAMPLED RUN BEST FIRST ;0.01810965;0.575342466;0.6;CostSensitiveLearning RandomForest;2;0;6;7;1;0.222222222;0.638888889;0.18605
AVRO UNDERSAMPLED RUN BEST FIRST ;0.01810965;0.575342466;0.6;CostSensitiveThreshold RandomForest;3;0;6;6;1;0.333333333;0.666666667;0.28571
AVRO UNDERSAMPLED RUN BEST FIRST ;0.021830811;0.579545455;0.5;CostSensitiveLearning RandomForest;2;0;9;7;1;0.222222222;0.592592593;0.22222
AVRO UNDERSAMPLED RUN BEST FIRST ;0.021830811;0.579545455;0.5;CostSensitiveThreshold RandomForest;2;0;9;7;1;0.222222222;0.611111111;0.22222
AVRO UNDERSAMPLED RUN BEST FIRST ;0.026296204;0.566037736;0.434782609;NaiveBayes;4;0;13;6;1;0.4;0.788461538;0.42975
AVRO UNDERSAMPLED RUN BEST FIRST ;0.026296204;0.566037736;0.434782609;CostSensitiveLearning RandomForest;3;0;13;7;1;0.3;0.719230769;0.32636
AVRO UNDERSAMPLED RUN BEST FIRST ;0.026296204;0.566037736;0.434782609;CostSensitiveLearning NaiveBayes;3;0;13;7;1;0.3;0.788461538;0.32636
AVRO UNDERSAMPLED RUN BEST FIRST ;0.026296204;0.566037736;0.434782609;CostSensitiveThreshold NaiveBayes;3;0;13;7;1;0.3;0.65;0.32636
AVRO UNDERSAMPLED RUN BEST FIRST ;0.032001985;0.542635659;0.347826087;NaiveBayes;3;0;15;5;1;0.375;0.7875;0.43902
AVRO UNDERSAMPLED RUN BEST FIRST ;0.032001985;0.542635659;0.347826087;CostSensitiveLearning NaiveBayes;3;0;15;5;1;0.375;0.7875;0.43902
AVRO UNDERSAMPLED RUN BEST FIRST ;0.032001985;0.542635659;0.347826087;CostSensitiveThreshold NaiveBayes;3;0;15;5;1;0.375;0.6875;0.43902
AVRO UNDERSAMPLED RUN BEST FIRST ;0.041428926;0.51497006;0.428571429;NaiveBayes;5;0;12;4;1;0.555555556;0.726851852;0.58824
AVRO UNDERSAMPLED RUN BEST FIRST ;0.041428926;0.51497006;0.428571429;CostSensitiveLearning NaiveBayes;4;0;12;5;1;0.444444444;0.726851852;0.47761
AVRO UNDERSAMPLED RUN BEST FIRST ;0.041428926;0.51497006;0.428571429;CostSensitiveThreshold NaiveBayes;4;0;12;5;1;0.444444444;0.722222222;0.47761
AVRO UNDERSAMPLED RUN BEST FIRST ;0.051600099;0.5;0.5;NaiveBayes;7;0;12;5;1;0.583333333;0.833333333;0.58333
AVRO UNDERSAMPLED RUN BEST FIRST ;0.051600099;0.5;0.5;CostSensitiveLearning RandomForest;7;0;12;5;1;0.583333333;0.881944444;0.58333
AVRO UNDERSAMPLED RUN BEST FIRST ;0.051600099;0.5;0.5;CostSensitiveThreshold RandomForest;9;0;12;3;1;0.75;0.875;0.75000
AVRO UNDERSAMPLED RUN BEST FIRST ;0.051600099;0.5;0.5;CostSensitiveLearning NaiveBayes;4;0;12;8;1;0.333333333;0.833333333;0.33333
AVRO UNDERSAMPLED RUN BEST FIRST ;0.051600099;0.5;0.5;CostSensitiveThreshold NaiveBayes;4;0;12;8;1;0.333333333;0.666666667;0.33333
AVRO UNDERSAMPLED RUN BEST FIRST ;0.057553957;0.5;0.5;CostSensitiveLearning RandomForest;6;0;12;6;1;0.5;0.923611111;0.50000
AVRO UNDERSAMPLED RUN BEST FIRST ;0.057553957;0.5;0.5;CostSensitiveThreshold RandomForest;6;0;12;6;1;0.5;0.75;0.50000
AVRO UNDERSAMPLED RUN BEST FIRST ;0.063507814;0.5;0.461538462;CostSensitiveLearning RandomForest;8;0;14;4;1;0.666666667;0.880952381;0.68293
AVRO UNDERSAMPLED RUN BEST FIRST ;0.063507814;0.5;0.461538462;CostSensitiveLearning NaiveBayes;4;0;14;8;1;0.333333333;0.919642857;0.35000
AVRO UNDERSAMPLED RUN BEST FIRST ;0.063507814;0.5;0.461538462;CostSensitiveThreshold NaiveBayes;4;0;14;8;1;0.333333333;0.666666667;0.35000
AVRO OVERSAMPLED RUN BEST FIRST ;0.370379558;0.556597455;0.607142857;CostSensitiveThreshold RandomForest;191;0;143;30;1;0.864253394;0.932126697;0.83340
AVRO OVERSAMPLED RUN BEST FIRST ;0.567849169;0.557448668;0.492842536;CostSensitiveThreshold RandomForest;54;0;248;187;1;0.22406639;0.612033195;0.22655
AVRO OVERSAMPLED RUN BEST FIRST ;1.196477301;0.508189923;0.437375746;CostSensitiveThreshold RandomForest;103;0;283;117;1;0.468181818;0.734090909;0.49764
AVRO SMOTE RUN BEST FIRST ;0.066732821;0.037174721;0.103658537;Random Forest;1;0;147;16;1;0.058823529;0.581832733;0.10075
AVRO SMOTE RUN BEST FIRST ;0.066732821;0.037174721;0.103658537;NaiveBayes;1;0;147;16;1;0.058823529;0.69047619;0.10075
AVRO SMOTE RUN BEST FIRST ;0.066732821;0.037174721;0.103658537;IBK;1;0;147;16;1;0.058823529;0.535214086;0.10075
AVRO SMOTE RUN BEST FIRST ;0.066732821;0.037174721;0.103658537;CostSensitiveThreshold RandomForest;1;0;147;16;1;0.058823529;0.529411765;0.10075
AVRO SMOTE RUN BEST FIRST ;0.066732821;0.037174721;0.103658537;CostSensitiveLearning NaiveBayes;1;0;147;16;1;0.058823529;0.69047619;0.10075
AVRO SMOTE RUN BEST FIRST ;0.066732821;0.037174721;0.103658537;CostSensitiveThreshold NaiveBayes;1;0;147;16;1;0.058823529;0.529411765;0.10075
AVRO SMOTE RUN BEST FIRST ;0.066732821;0.037174721;0.103658537;CostSensitiveLearning IBK;1;0;147;16;1;0.058823529;0.535214086;0.10075
AVRO SMOTE RUN BEST FIRST ;0.066732821;0.037174721;0.103658537;CostSensitiveThreshold IBK;1;0;147;16;1;0.058823529;0.529411765;0.10075
AVRO SMOTE RUN BEST FIRST ;0.107417514;0.062355658;0.074534161;Random Forest;8;0;149;4;1;0.666666667;0.874720358;0.78732
AVRO SMOTE RUN BEST FIRST ;0.147357976;0.065656566;0.128654971;CostSensitiveThreshold RandomForest;1;0;149;21;1;0.045454545;0.522727273;0.07663
AVRO SMOTE RUN BEST FIRST ;0.493674026;0.079396985;0.059440559;CostSensitiveLearning RandomForest;4;0;269;13;1;0.235294118;0.889787885;0.36661
AVRO SMOTE RUN BEST FIRST ;0.493674026;0.079396985;0.059440559;CostSensitiveThreshold RandomForest;3;0;269;14;1;0.176470588;0.588235294;0.28729
AVRO SMOTE RUN BEST FIRST ;0.564624163;0.076889279;0.053691275;CostSensitiveLearning RandomForest;11;0;282;5;1;0.6875;0.944924645;0.80634
AVRO SMOTE RUN BEST FIRST ;0.564624163;0.076889279;0.053691275;CostSensitiveThreshold RandomForest;8;0;282;8;1;0.5;0.75;0.65429
AVRO SMOTE RUN BEST FIRST ;0.638551228;0.074203574;0.099041534;CostSensitiveLearning RandomForest;19;0;282;12;1;0.612903226;0.896877145;0.74046
AVRO SMOTE RUN BEST FIRST ;0.638551228;0.074203574;0.099041534;CostSensitiveThreshold RandomForest;19;0;282;12;1;0.612903226;0.806451613;0.74046
AVRO SMOTE RUN BEST FIRST ;0.878690151;0.077075099;0.056074766;CostSensitiveThreshold RandomForest;9;0;303;9;1;0.5;0.75;0.65372
AVRO OVERSAMPLED RUN ;0.370379558;0.556597455;0.607142857;Random Forest;221;1;142;0;0.995495495;1;1;0.99423
AVRO OVERSAMPLED RUN BEST FIRST ;1.621930042;0.50152952;0.500821018;CostSensitiveThreshold RandomForest;201;1;303;104;0.995049505;0.659016393;0.82786346;0.65536
AVRO OVERSAMPLED RUN BEST FIRST ;1.468370131;0.500591316;0.510500808;CostSensitiveThreshold RandomForest;186;1;302;130;0.994652406;0.588607595;0.792653632;0.58023
AVRO OVERSAMPLED RUN ;0.936492186;0.525562914;0.458917836;CostSensitiveLearning RandomForest;175;1;269;54;0.994318182;0.76419214;0.987409025;0.77409
AVRO OVERSAMPLED RUN ;1.196477301;0.508189923;0.437375746;IBK;168;1;282;52;0.99408284;0.763636364;0.947084806;0.78024
AVRO OVERSAMPLED RUN ;1.196477301;0.508189923;0.437375746;CostSensitiveLearning IBK;168;1;282;52;0.99408284;0.763636364;0.947084806;0.78024
AVRO OVERSAMPLED RUN ;1.196477301;0.508189923;0.437375746;CostSensitiveThreshold IBK;168;1;282;52;0.99408284;0.763636364;0.880051397;0.78024
AVRO OVERSAMPLED RUN BEST FIRST ;1.196477301;0.508189923;0.437375746;CostSensitiveLearning RandomForest;149;1;282;71;0.993333333;0.677272727;0.941487311;0.69848
AVRO OVERSAMPLED RUN ;0.936492186;0.525562914;0.458917836;CostSensitiveThreshold RandomForest;121;1;269;108;0.991803279;0.528384279;0.762340288;0.54398
AVRO OVERSAMPLED RUN BEST FIRST ;1.196477301;0.508189923;0.437375746;IBK;120;1;282;100;0.991735537;0.545454545;0.870422422;0.57050
AVRO OVERSAMPLED RUN BEST FIRST ;1.196477301;0.508189923;0.437375746;CostSensitiveLearning IBK;120;1;282;100;0.991735537;0.545454545;0.870422422;0.57050
AVRO OVERSAMPLED RUN BEST FIRST ;1.196477301;0.508189923;0.437375746;CostSensitiveThreshold IBK;120;1;282;100;0.991735537;0.545454545;0.770960488;0.57050
AVRO OVERSAMPLED RUN BEST FIRST ;0.370379558;0.556597455;0.607142857;CostSensitiveLearning RandomForest;221;2;141;0;0.99103139;1;1;0.98845
AVRO OVERSAMPLED RUN ;1.621930042;0.50152952;0.500821018;CostSensitiveLearning RandomForest;305;3;301;0;0.99025974;1;0.999654875;0.99015
AVRO OVERSAMPLED RUN BEST FIRST ;0.370379558;0.556597455;0.607142857;Random Forest;191;2;141;30;0.989637306;0.864253394;0.998101446;0.82187
AVRO OVERSAMPLED RUN BEST FIRST ;0.936492186;0.525562914;0.458917836;CostSensitiveThreshold RandomForest;86;1;269;143;0.988505747;0.375545852;0.685921074;0.39021
AVRO OVERSAMPLED RUN BEST FIRST ;1.196477301;0.508189923;0.437375746;Random Forest;149;2;281;71;0.986754967;0.677272727;0.936733055;0.69445
AVRO OVERSAMPLED RUN ;0.460679732;0.566505116;0.518518519;Random Forest;145;2;206;79;0.986394558;0.647321429;0.920941363;0.62938
AVRO OVERSAMPLED RUN ;0.460679732;0.566505116;0.518518519;CostSensitiveLearning RandomForest;145;2;206;79;0.986394558;0.647321429;0.920630151;0.62938
AVRO OVERSAMPLED RUN BEST FIRST ;1.060282808;0.517781937;0.433515483;CostSensitiveThreshold RandomForest;141;2;309;97;0.986013986;0.592436975;0.793003053;0.61481
AVRO OVERSAMPLED RUN ;1.468370131;0.500591316;0.510500808;CostSensitiveThreshold RandomForest;136;2;301;180;0.985507246;0.430379747;0.711889543;0.41872
AVRO OVERSAMPLED RUN ;1.321260233;0.501502065;0.492411467;Random Forest;242;4;297;50;0.983739837;0.828767123;0.900923861;0.81740
AVRO OVERSAMPLED RUN ;1.321260233;0.501502065;0.492411467;CostSensitiveLearning RandomForest;242;4;297;50;0.983739837;0.828767123;0.904337141;0.81740
AVRO OVERSAMPLED RUN ;0.936492186;0.525562914;0.458917836;Random Forest;175;3;267;54;0.983146067;0.76419214;0.974171114;0.76603
AVRO OVERSAMPLED RUN BEST FIRST ;0.370379558;0.556597455;0.607142857;IBK;163;3;140;58;0.981927711;0.737556561;0.949751606;0.67103
AVRO OVERSAMPLED RUN BEST FIRST ;0.370379558;0.556597455;0.607142857;CostSensitiveLearning IBK;163;3;140;58;0.981927711;0.737556561;0.949751606;0.67103
AVRO OVERSAMPLED RUN BEST FIRST ;0.370379558;0.556597455;0.607142857;CostSensitiveThreshold IBK;163;3;140;58;0.981927711;0.737556561;0.85828877;0.67103
AVRO OVERSAMPLED RUN ;1.621930042;0.50152952;0.500821018;Random Forest;305;6;298;0;0.980707395;1;0.999654875;0.98029
AVRO OVERSAMPLED RUN ;1.060282808;0.517781937;0.433515483;CostSensitiveLearning RandomForest;198;4;307;40;0.98019802;0.831932773;0.954713718;0.83387
AVRO OVERSAMPLED RUN ;1.060282808;0.517781937;0.433515483;Random Forest;191;4;307;47;0.979487179;0.802521008;0.952741225;0.80677
AVRO OVERSAMPLED RUN BEST FIRST ;1.621930042;0.50152952;0.500821018;CostSensitiveLearning IBK;228;5;299;77;0.978540773;0.747540984;0.877982097;0.73081
AVRO OVERSAMPLED RUN BEST FIRST ;1.621930042;0.50152952;0.500821018;CostSensitiveThreshold IBK;228;5;299;77;0.978540773;0.747540984;0.865546808;0.73081
AVRO OVERSAMPLED RUN ;1.468370131;0.500591316;0.510500808;CostSensitiveLearning RandomForest;223;5;298;93;0.978070175;0.705696203;0.966202949;0.68510
AVRO OVERSAMPLED RUN BEST FIRST ;1.468370131;0.500591316;0.510500808;CostSensitiveLearning RandomForest;223;5;298;93;0.978070175;0.705696203;0.939215441;0.68510
AVRO OVERSAMPLED RUN ;1.468370131;0.500591316;0.510500808;IBK;214;5;298;102;0.97716895;0.67721519;0.798434432;0.65639
AVRO OVERSAMPLED RUN ;1.468370131;0.500591316;0.510500808;CostSensitiveLearning IBK;214;5;298;102;0.97716895;0.67721519;0.798434432;0.65639
AVRO OVERSAMPLED RUN ;1.468370131;0.500591316;0.510500808;CostSensitiveThreshold IBK;214;5;298;102;0.97716895;0.67721519;0.83035677;0.65639
AVRO OVERSAMPLED RUN BEST FIRST ;0.567849169;0.557448668;0.492842536;Random Forest;122;3;245;119;0.976;0.506224066;0.826604538;0.49751
AVRO OVERSAMPLED RUN ;1.321260233;0.501502065;0.492411467;IBK;242;6;295;50;0.975806452;0.828767123;0.838722523;0.81066
AVRO OVERSAMPLED RUN ;1.321260233;0.501502065;0.492411467;CostSensitiveLearning IBK;242;6;295;50;0.975806452;0.828767123;0.838722523;0.81066
AVRO OVERSAMPLED RUN ;1.321260233;0.501502065;0.492411467;CostSensitiveThreshold IBK;242;6;295;50;0.975806452;0.828767123;0.904416784;0.81066
AVRO OVERSAMPLED RUN BEST FIRST ;1.621930042;0.50152952;0.500821018;CostSensitiveLearning RandomForest;201;5;299;104;0.975728155;0.659016393;0.979934211;0.64223
AVRO OVERSAMPLED RUN BEST FIRST ;1.621930042;0.50152952;0.500821018;IBK;228;6;298;77;0.974358974;0.747540984;0.877982097;0.72753
AVRO OVERSAMPLED RUN ;1.468370131;0.500591316;0.510500808;Random Forest;186;5;298;130;0.97382199;0.588607595;0.897172787;0.56729
AVRO OVERSAMPLED RUN BEST FIRST ;1.468370131;0.500591316;0.510500808;Random Forest;186;5;298;130;0.97382199;0.588607595;0.874503906;0.56729
AVRO OVERSAMPLED RUN ;0.370379558;0.556597455;0.607142857;IBK;221;6;137;0;0.973568282;1;0.975034016;0.96519
AVRO OVERSAMPLED RUN ;0.370379558;0.556597455;0.607142857;CostSensitiveLearning IBK;221;6;137;0;0.973568282;1;0.975034016;0.96519
AVRO OVERSAMPLED RUN ;0.370379558;0.556597455;0.607142857;CostSensitiveThreshold IBK;221;6;137;0;0.973568282;1;0.979020979;0.96519
AVRO OVERSAMPLED RUN BEST FIRST ;0.186306128;0.491344874;0.628647215;CostSensitiveLearning NaiveBayes;69;2;138;168;0.971830986;0.291139241;0.630033153;0.22279
AVRO OVERSAMPLED RUN BEST FIRST ;0.186306128;0.491344874;0.628647215;CostSensitiveThreshold NaiveBayes;69;2;138;168;0.971830986;0.291139241;0.638426763;0.22279
AVRO OVERSAMPLED RUN BEST FIRST ;1.060282808;0.517781937;0.433515483;Random Forest;168;5;306;70;0.971098266;0.705882353;0.825164149;0.71265
AVRO OVERSAMPLED RUN BEST FIRST ;1.321260233;0.501502065;0.492411467;CostSensitiveThreshold RandomForest;191;6;295;101;0.969543147;0.654109589;0.817088017;0.63728
AVRO OVERSAMPLED RUN ;1.621930042;0.50152952;0.500821018;IBK;281;9;295;24;0.968965517;0.921311475;0.935175798;0.89163
